TCM_symptom_id,TCM_symptom_name,source,detail_url,old_definition,new_definition
886,上肢麻木,duguji,https://baike.duguji.cn/baike/w/%E4%B8%8A%E8%82%A2%E9%BA%BB%E6%9C%A8,,上肢的问题与颈椎病有关。上肢麻木为颈椎病的主要表现之一。颈椎病是指因颈椎退行性变引起颈椎管或椎间孔变形、狭窄，刺激、压迫颈部脊髓、神经根、交感神经造成其结构或功能性损害所引起的临床表现。此病多见于40岁以上患者。
898,舌暗,duguji,https://baike.duguji.cn/baike/w/%E8%88%8C%E6%9A%97,,病证名。出《灵枢》。又名舌缓。暴病乃风痰为患，症见舌本转动不灵，痰声辘辘，不能言语，脉大有力，治宜祛风豁痰，用温胆汤加胆星、僵蚕、全蝎、石菖蒲。久病多血虚风动，症见舌痿不能言，形体消瘦，治宜补益心脾，用归脾汤。
911,舌胖,duguji,https://baike.duguji.cn/baike/w/%E8%88%8C%E8%83%96,,舌胖，舌体胖大。一般舌形稍胖而嫩，色淡，舌边有齿痕的，多属脾虚；若舌色深红而肿大满口，是心脾二经有热，参见“舌肿”条；若舌肿胖，色青紫而暗，多见于中毒，参见“舌胀大”条。
914,舌强不语,duguji,https://baike.duguji.cn/baike/w/%E8%88%8C%E5%BC%BA%E4%B8%8D%E8%AF%AD,,舌强是一种病症，舌体伸缩不利的症象。见于外感热病热入心包，内伤杂病之中风症，亦可由热盛伤津或痰浊壅阻所致。意思就是舍体伸缩不利不能说话。
915,舌生疮,duguji,https://baike.duguji.cn/baike/w/%E8%88%8C%E7%94%9F%E7%96%AE,,舌生疮出现局部疼痛的口腔病。部分患者常反复发作，甚至溃疡久不愈合。多由心脾积热，外感热邪，或脾胃湿热，阴虚阳亢所致。古代文献中，又称此病为口破、口疳、口疡，发生在舌的称舌疡。相当于西医的口腔溃疡。
919,舌有瘀斑,duguji,https://baike.duguji.cn/baike/w/%E8%88%8C%E6%9C%89%E7%98%80%E6%96%91,,舌有瘀斑为舌象。舌有瘀斑又称舌生瘀斑。指舌上出现青色、紫色或紫黑色斑点的舌象。在外感热病，为热入营血，气血壅滞，或将要发癍。在内伤杂病，多为气滞血瘀之证。
922,舌质暗红,duguji,https://baike.duguji.cn/baike/w/%E8%88%8C%E8%B4%A8%E6%9A%97%E7%BA%A2,,舌质暗红是指舌体颜色呈暗红色。舌质，又称舌体，即舌的肌肉脉络组织。
941,身体瘦弱,duguji,https://baike.duguji.cn/baike/w/%E8%BA%AB%E4%BD%93%E7%98%A6%E5%BC%B1,,现在人身体瘦弱，除了运动不足外，一般常见于中医的脾胃虚弱，西医的胃肠消化吸收功能不良。也有一部分女性为了减肥，过分限制饮食导致的营养不良。
950,神经性疼痛,duguji,https://baike.duguji.cn/baike/w/%E7%A5%9E%E7%BB%8F%E6%80%A7%E7%96%BC%E7%97%9B,,"神经性疼痛一直是困扰医学界的难题:发病机理不清楚,阿片类药物治疗效果不佳,患者非常痛苦。近年来随着分子生物学和电生理技术的发展，人们已逐渐深入地认识到神经性疼痛的复杂病理机制,并为治疗提供新的思路和方法。"
957,神志淡漠,duguji,https://baike.duguji.cn/baike/w/%E7%A5%9E%E5%BF%97%E6%B7%A1%E6%BC%A0,,一种神志症状，表现为对外界反应迟钝，呼唤无应答，但并非昏迷。
959,神志昏蒙,duguji,https://baike.duguji.cn/baike/w/%E7%A5%9E%E5%BF%97%E6%98%8F%E8%92%99,,神志昏蒙是指意识模糊，时清时昧，呼之能应，或时有谵语。
963,肾区叩击痛,duguji,https://baike.duguji.cn/baike/w/%E8%82%BE%E5%8C%BA%E5%8F%A9%E5%87%BB%E7%97%9B,,患者取站立位、坐位或侧卧位，检查者用左手掌平放于患者的肾区，右手握拳用由轻到中等强度的力量向左手背进行叩击。正常时肾区无叩击痛。当有肾炎、肾盂肾炎、肾结石及肾周围炎时，肾区可有不同程度的叩击痛。
970,失眠,duguji,https://baike.duguji.cn/baike/w/%E5%A4%B1%E7%9C%A0,,失眠通常指患者对睡眠时间和或质量不满足并影响白天社会功能的一种主观体验，包括入睡困难、时常觉醒及(或)晨醒过早。
947,神昏谵语,dayi,https://www.dayi.org.cn/symptom/1153706.html,,神昏谵语简称昏谵，是一种常见的中医症状描述，指患者的意识丧失，不省人事，胡言乱语。中医学认为，这一般是由于邪热、痰浊等病邪侵扰心包引起的，若出现于温病过程中，则提示病情严重，需要及时抢救；而在西医中，该症状可见于病毒性脑膜炎、脑梗死、败血症等多种疾病中。
997,食滞,duguji,https://baike.duguji.cn/baike/w/%E9%A3%9F%E6%BB%9E,,内科病证名。即伤食。指饮食停滞胃脘的证候。多由饮食不节，暴饮暴食，或脾胃素弱，运化失健所致。症见胃脘胀闷，甚则疼痛，嗳气吞酸或呕吐酸腐食物，吐后胀痛得减，或矢气便溏，泻下物酸腐臭秽，舌苔厚腻，脉滑。治宜消食导滞，方选保和丸加减。见伤食条。
1003,视力下降,dayi,https://www.dayi.org.cn/symptom/1153650.html,,视力下降一般指突然或者逐渐出现的看远物或看近物不清楚。视力是分辨二维物体形状、大小的能力，一般分为中心视力与周边视力。中心视力又分为远视力与近视力，反映了视网膜黄斑中心凹处的视觉敏感度。周边视力一般称为视野。平时所说的视力通常指中心视力，而视野检查是测量周围视力。
1022,术后疼痛,duguji,https://baike.duguji.cn/baike/w/%E6%9C%AF%E5%90%8E%E7%96%BC%E7%97%9B,,术后疼痛是机体受到手术伤害刺激(组织损伤)后的一种反应，包括生理、心理和行为上的一系列反应。在临床护理工作中，疼痛已成为继体温、脉搏、唿吸、血压4大生命体征之后的第5生命体征，日益受到重视。
1014,手肿胀,dayi,https://www.dayi.org.cn/symptom/1153641.html,,手肿胀是指从手腕到手指尖部位出现局部或整体体积增大、皮肤张力增高的现象。其原因多样，包括妊娠期水钠潴留等生理性因素，以及风湿免疫疾病、骨关节炎、心功能不全等病理性因素。手肿胀表现为手部皮肤紧绷、发亮，甚至可能伴有疼痛、僵硬和关节功能障碍。若不及时诊治，可能严重影响手部活动能力，并对患者的生活质量造成不利影响。
1031,四肢不温,duguji,https://baike.duguji.cn/baike/w/%E5%9B%9B%E8%82%A2%E4%B8%8D%E6%B8%A9,,四肢不温指手足发冷，冷至肘部和膝部。
1036,四肢倦怠,duguji,https://baike.duguji.cn/baike/w/%E5%9B%9B%E8%82%A2%E5%80%A6%E6%80%A0,,四肢倦怠为症状名。指手足无力，懒于动作。《世医得效方·身疼》：“男子妇人气血劳伤，四肢倦怠，肌体羸瘦，骨节烦疼。”多由脾胃虚弱，不能温润四肢所致。可见于内伤劳倦、脾虚久泻等证。治宜人参黄芪散等方。
1046,四肢酸痛,duguji,https://baike.duguji.cn/baike/w/%E5%9B%9B%E8%82%A2%E9%85%B8%E7%97%9B,,病证名。指四肢肌肉、筋脉有酸楚、疼痛的感觉。多由气血亏损或湿热侵袭经络所致。《金匮要略·血痹虚劳脉证并治》： “虚劳里急，悸，衄，腹中痛，梦失精，四肢酸疼，手足烦热，咽干口燥，小建中汤主之。”《千金要方·风毒脚气》：“若暑月久坐久立湿地者，则热湿之气，蒸于经络，病发必热，四肢酸疼，烦闷。”方用白虎加桂枝汤、犀角汤或二妙散治疗。
1032,四肢乏力,dayi,https://www.dayi.org.cn/symptom/1153754.html,,四肢乏力是一种常见的症状，指四肢懈怠，疲乏无力，严重时可能影响正常的运动功能。四肢乏力可能是正常的生理现象，也可能是某些健康问题的表现。中中医学认为，病理性四肢乏力多因气血两虚、暑热伤气或脾虚湿困所致。西医学则认为，多种疾病均可导致此症状，如低血糖症、甲状腺功能减退症、低钾血症等。
1050,溲黄,duguji,https://baike.duguji.cn/baike/w/%E6%BA%B2%E9%BB%84,,溲指大小便，在这里尤指小便;通俗地说，就是小便黄。
1063,痰多,duguji,https://baike.duguji.cn/baike/w/%E7%97%B0%E5%A4%9A,,痰多有很多原因：第一，体质虚弱，中气不足，由于脾虚不运，可以使水湿停留，凝聚为痰。第二，脾胃薄弱，宿滞逗留，损伤脾胃；或恣食生食、瓜果，中阳被伤；或因热病饮水过多，脾运不及等等都可以使水湿停留，聚集为痰。还有恣食肥甘，胃中浊气郁蒸，酿湿生热也可以化为痰浊。第三，外感失治，或体弱屡患外感，肺气被伤，不能输津四布，通调水道下输膀胱，使水液停留，也可成痰，痰贮于肺，肺气不利，痰涌气道而发，必致咳嗽痰多。 第四，患有鼻炎，炎症作用下鼻粘膜分泌大量脓性且粘稠度很高的分泌物，经鼻纤毛运送至鼻咽并粘附于鼻咽处，导致咽部异物感，进而通过咳嗽咳出。
1079,痰黏稠,duguji,https://baike.duguji.cn/baike/w/%E7%97%B0%E9%BB%8F%E7%A8%A0,,症状名。痰质胶黏浓稠难咯，色白带黄，多属肺热。
1070,痰黄,dayi,https://www.dayi.org.cn/symptom/1153671.html,,痰黄是指痰液呈现黄色，常呈脓性，可伴咳嗽、呼吸困难、发热、寒战等不适症状。痰黄的出现往往意味着呼吸系统存在炎症反应，建议患者及时就医诊治，以免延误病情。
1092,痰中带血,duguji,https://baike.duguji.cn/baike/w/%E7%97%B0%E4%B8%AD%E5%B8%A6%E8%A1%80,,痰中带血是指血从气道中随咳嗽而出，痰血相兼，痰中带有血丝、血点，或咯血盈口。常常间夹泡沫。此血来自肺脏或气道，色多鲜红。
1094,疼痛,duguji,https://baike.duguji.cn/baike/w/%E7%96%BC%E7%97%9B,,疼痛(pain)是机体对损伤组织或潜在的损伤产生的一种不愉快的反应，是一种复杂的生理心理活动，是临床上最常见的症状之一。它由痛觉和痛反应两部分组成。它包括伤害性刺激作用于机体所引起的痛感觉，以及机体对伤害性刺激的痛反应(躯体运动性反应和/或内脏植物性反应，常伴随有强烈的情绪色彩)。
1113,瞳孔散大,duguji,https://baike.duguji.cn/baike/w/%E7%9E%B3%E5%AD%94%E6%95%A3%E5%A4%A7,,瞳孔散大的原因较多，其治疗包括病因治疗及对症支持治疗，关键是找出瞳孔改变的病因，对症下药。有研究表明，双侧瞳孔如果散大持续90分钟以上，预后不佳。尤其是脑外伤病人，双瞳孔散大时间小于30分钟者应争分夺秒尽可能手术减低颅内压或清除血肿，尽快解除脑受压情况。若发现患者瞳孔有变化，家属应该尽快联系医生，尽早诊治，切勿拖延时间。
1173,脘腹痞闷,duguji,https://baike.duguji.cn/baike/w/%E8%84%98%E8%85%B9%E7%97%9E%E9%97%B7,,病症名。指胃脘或整个腹部有痞胀、闷塞不舒，甚至微微作痛的感觉。脾胃虚弱而运化迟滞，或肝气郁结而影响脾胃，或胃肠有食浊、湿饮等邪留滞均可导致，总与胃肠气滞不畅有关。
1166,外阴红肿,dayi,https://www.dayi.org.cn/symptom/1152968.html,,外阴红肿是常见的妇科疾病症状之一，最常见的原因是外阴病原体感染，此外尿液、粪便等异常分泌物的刺激也可造成外阴红肿。患者常伴外阴瘙痒、疼痛、灼热、破溃、白带异常等表现。经过及时诊治，通常预后良好。
1171,脘腹冷痛,dayi,https://www.dayi.org.cn/symptom/1153689.html,,脘腹冷痛是一种常见的中医症状描述，指胃脘部和腹部出现疼痛，并且有冷感而喜暖的症状。中医学认为，脘腹冷痛有实证和虚证之分，实证多因寒邪入侵导致胃肠阳气受阻，气机运行不畅，寒凝气滞所引起；而虚证一般为先天禀赋不足或后天失养导致脾胃阳气亏虚，温煦功能减弱所引起。
1177,脘腹隐痛,dayi,https://www.dayi.org.cn/symptom/1153686.html,,脘腹隐痛是一种常见的中医症状描述，指胃脘部和腹部出现程度较轻、隐隐约约的疼痛，虽然尚可忍耐，但具有绵绵不休的特点。中医学认为，脘腹隐痛多是由于脾胃虚寒、胃阴不足等引起的；在西医方面，许多疾病都可能引发脘腹隐痛，如慢性胃炎、消化性溃疡、肠炎、肠易激综合征等。
1192,畏热,duguji,https://baike.duguji.cn/baike/w/%E7%95%8F%E7%83%AD,,畏热常见于甲状腺功能亢进，或者小儿体质热型。甲亢是一种自身免疫性疾病，临床表现并不限于甲状腺，而是一种多系统的综合征。具有诊断意义的临床表现特别注意怕热、多汗、激动、纳亢伴消瘦、静息时心率过速、特殊眼征、甲状腺肿大等。
1199,胃绞痛,dayi,https://www.dayi.org.cn/symptom/1153440.html,,胃绞痛是指由多种原因导致的剑突下或上腹部出现剧烈疼痛的症状，常见原因包括饮食不当、腹部受凉、精神因素等非疾病因素，也包括急性胃炎、胃溃疡、十二指肠溃疡、胃穿孔等疾病因素。除胃绞痛症状外，患者还可伴有嗳气、胀气、恶心、呕吐等症状。治疗的关键在于明确病因，并针对病因进行相应的治疗。
1214,胃脘冷痛,dayi,https://www.dayi.org.cn/symptom/1153690.html,,胃脘冷痛是一种常见的中医症状描述，指胃脘部出现疼痛，并且有冷感而喜暖的症状。中医学认为，脘腹冷痛多是由于寒邪犯胃，暴遏阳气，导致气机郁滞；或者脾胃阳虚，温煦功能减弱引起的。若能及时进行正确的辨证论治，并配合调整饮食与生活习惯，则症状多可得到明显缓解。
1221,胃脘隐痛,dayi,https://www.dayi.org.cn/symptom/1153699.html,,胃脘隐痛是指胃脘部出现程度较轻、隐隐约约、绵绵不休的疼痛。中医学认为，这可能是由于先天禀赋不足、饮食不节、劳逸失度、久病失养等因素导致胃气、胃阳或者胃阴不足，使胃失于和降、温煦或者濡养引起的。而在西医中，胃脘隐痛常见于慢性胃炎、胃溃疡、功能性消化不良等疾病中。
1223,胃脘胀痛,dayi,https://www.dayi.org.cn/symptom/1153691.html,,胃脘胀痛是一种常见的中医症状描述，指胃脘部出现胀满不适、疼痛的感觉。中医学认为，胃脘胀痛多是由于饮食积滞、情志失调导致胃气壅滞引起的；而在西医中，该症状常见于急性胃炎、慢性胃炎、胃溃疡等多种疾病。
1241,下腹胀痛,duguji,https://baike.duguji.cn/baike/w/%E4%B8%8B%E8%85%B9%E8%83%80%E7%97%9B,,中医学名词，是指疼痛且有胀的感觉。是气滞作痛的特点。下腹部胀痛常见于月经经妇女和各种消化系统疾病。
1252,下肢无力,duguji,https://baike.duguji.cn/baike/w/%E4%B8%8B%E8%82%A2%E6%97%A0%E5%8A%9B,,下肢无力多是有脊髓型颈椎病引起的，表现为下肢无力、麻木、发紧、抬步沉重感等症状，逐渐还会出现跛行、颤抖、步态摇晃、容易跌倒等现象。
1297,小腹冷痛,duguji,https://baike.duguji.cn/baike/w/%E5%B0%8F%E8%85%B9%E5%86%B7%E7%97%9B,,经前腹痛多系寒凝血滞 ，常表现为小腹冷痛异常。痛经为女性常见病中的一种，许多女性为此十分苦恼。在经期往往选用一些止痛片来应对，虽然可解一时的燃眉之急，但不治本。中医在治疗痛经上注重辨证论治。
1305,小腹胀,dayi,https://www.dayi.org.cn/symptom/1153340.html,,小腹胀是指肚脐水平线以下至耻骨联合以上的区域胀满不适，可能伴有疼痛、恶心、呕吐、嗳气等症状。这种情况可能与多种原因有关，既包括饮食不当、小腹受凉、妊娠等非疾病因素，也包括消化系统疾病、泌尿系统疾病、妇科疾病等疾病因素。治疗的关键是明确病因，并针对病因进行治疗。
1308,小腹坠胀,dayi,https://www.dayi.org.cn/symptom/1153653.html,,小腹坠胀是指发生于肚脐以下、耻骨以上下腹部区域自觉坠胀的症状，主要与盆腔充血密切相关，为妇科疾病常见主诉症状之一。临床症状主要有自觉小腹有下坠、胀满、疼痛感。
1355,兴奋,duguji,https://baike.duguji.cn/baike/w/%E5%85%B4%E5%A5%8B,,兴奋（excitation） 生物体（器官、组织或细胞）受足够强的刺激后所产生的生理功能加强的反应；如神经冲动的发放、肌肉的收缩、腺体的分泌甚至动物的狂叫等。任何一种刺激（声、光、电、机械和冷热等）只要达到一定强度都会引起相应一些兴奋性高的细胞兴奋，并伴有细胞膜电位变化。其中神经和肌肉细胞则能产生可传播的动作电位，这些细胞被称为可兴奋细胞。神经冲动的发放就是神经细胞动作电位的发放；肌肉动作电位导致肌纤维的收缩。兴奋性即指细胞受到刺激后产生动作的能力。因此，有关兴奋本质的研究，始终是和细胞生物电的研究密切联系的。
1357,性功能障碍,duguji,https://baike.duguji.cn/baike/w/%E6%80%A7%E5%8A%9F%E8%83%BD%E9%9A%9C%E7%A2%8D,,性功能障碍是指不能进行正常的性行为，或在正常的性行为中不能获得满足。性功能障碍多数都没有器质性病变，也就是说性器官没有异常或病变，而是因为心理因素造成的。因而在性学中常常称为性心理功能障碍。性功能障碍一般分为心理性性功能障碍和器质性性功能障碍，器质性性功能障碍主要是指阳痿、早泄、不射精等。造成性功能障碍的原因大致可以分成三类：生物因素、精神心理因素和文化因素。治疗性功能障碍患者需要采取综合方法。对患有器质性疾病的患者要积极治疗原发病，药物引起者停用药物。症状包括性心理障碍：如性冷淡、性厌恶、性欲亢进、性惧怕、或者一两次不成功的性生活导致过大的心理压力，从而进一步抑制性功能等。
1379,胸膈痞闷,dayi,https://www.dayi.org.cn/symptom/1153737.html,,胸膈痞闷是指自觉胸腔内膈肌以上区域堵塞不畅、满闷不舒的症状。中医学认为，这可能是由于情志不畅、痰湿内阻、食积停滞、外感邪气等原因，导致胸膈气机不畅引起的；而在西医学中，肺部疾病、心脏疾病、胸壁外伤等，均可能导致胸膈痞闷。
1393,胸脘满闷,dayi,https://www.dayi.org.cn/symptom/1153701.html,,胸脘满闷是一种常见的中医症状描述，指胸部和胃脘部出现堵闷、窒塞、胀满等不适感。中医学认为，这多是由于外邪侵袭、情志失调、饮食不节、脏腑虚弱等原因导致心、肺、脾、胃气机不畅引起的；而西医学认为，该症状的发生与呼吸系统疾病、心血管疾病、消化系统疾病以及神经官能症等有关。
1434,虚劳咳嗽,duguji,https://baike.duguji.cn/baike/w/%E8%99%9A%E5%8A%B3%E5%92%B3%E5%97%BD,,病证名。即劳嗽。见《诸病源候论》卷3。
1444,血尿,duguji,https://baike.duguji.cn/baike/w/%E8%A1%80%E5%B0%BF,,血尿是指离心沉淀尿中每高倍镜视野≥3个红细胞，或非离心尿液超过1个或1小时尿红细胞计数超过10万，或12小时尿沉渣计数超过50万，均示尿液中红细胞异常增多，是常见的泌尿系统症状。
1454,牙齿松动,duguji,https://baike.duguji.cn/baike/w/%E7%89%99%E9%BD%BF%E6%9D%BE%E5%8A%A8,,牙齿松动表现为：牙齿松动的原因有可以是受外力撞击引起，牙周病牙龈萎缩引起、年老牙龈营养性萎缩造成牙齿松动，严重后是牙齿脱落，前一种是属于外力引起松动，后两种情况都属于牙龈出现问题。这在医学角度来说属于牙龈的营养性营养或牙周病严重引起的萎缩，但最终都归根为牙龈本身没有营养供给而造成萎缩牙齿松动。
1457,牙痛,duguji,https://baike.duguji.cn/baike/w/%E7%89%99%E7%97%9B,,牙痛，是口腔科牙齿疾病最常见的症状之一，其表现为牙龈红肿、遇冷热刺激痛、面颊部肿胀等。另外，牙痛也可能是由鼻窦炎引发。属中医“牙疳”、“齘齿”范畴。
1460,牙龈痛,duguji,https://baike.duguji.cn/baike/w/%E7%89%99%E9%BE%88%E7%97%9B,,"牙龈炎是由细菌的入侵造成的，表现为牙龈出血，红肿,胀痛，继续发展侵犯硬组织，产生牙周炎症。"
1465,咽部充血,duguji,https://baike.duguji.cn/baike/w/%E5%92%BD%E9%83%A8%E5%85%85%E8%A1%80,,咽部充血可能是得了咽炎。咽炎是一种非常多见的上呼吸道感染症，常由伤风感冒引起，几乎每个人的一生中都有过该病的体验，只不过是有的人病势轻些，有的人重些，有的人容易得，有的人不常得而已。
1463,牙龈肿胀,duguji,https://baike.duguji.cn/baike/w/%E7%89%99%E9%BE%88%E8%82%BF%E8%83%80,,牙龈肿胀肥大，呈深红色或暗红色，组织松软，探诊易出。牙龈乳头呈球状突起。肿胀的牙龈常可覆盖前牙唇的1/3或更多。由于牙龈肥大，使龈沟加深而形成龈袋，袋内易藏食物，细菌易滋生，自洁作用差，故炎症加重，可有深性分泌物。若身体抵抗力降低时，可出现单发或多发性的龈脓肿，特别以龈乳头区较多见。自觉症状可有刺激性牙龈出血、发胀、口臭等。病变后期，因纤维增生而使牙龈质地较为坚韧，炎症也有减轻，又称增生性龈炎。妊娠期间发生的肥大性龈炎，称妊娠期龈炎(Pregnancygingivitis)。有时个别龈乳头肿胀成球状且常带蒂，称妊娠期龈瘤。分娩后，肥大的牙龈一般可自行消退。某些系统性疾病也可出现牙龈的肥大或增生改变。应注意鉴别，如：白血病由于白细胞增多，在末梢血管内淤积，造成牙龈肿胀和肥大，龈色苍白，如伴有炎症则龈缘充血并有渗血现象。病情严重者，龈乳头或龈缘出现坏死，并有口臭。维生素C缺乏性龈炎。整个牙龈呈紫红色，易出血。重者，龈缘坏死，口臭明显。长期服用苯妥英纳的病员，可出现牙龈增生，其特征是颊、舌侧牙龈同是增生，呈结节状，质坚实，色浅淡，不易出血。
1480,咽喉红肿,duguji,https://baike.duguji.cn/baike/w/%E5%92%BD%E5%96%89%E7%BA%A2%E8%82%BF,,咽喉红肿，病证名。指因肺胃积热，血分伏火等所致的喉关内外、红肿疼痛的病证。治宜泻火解毒、凉血消肿，方选犀角地黄汤、清咽润燥汤等加减。
1485,咽喉肿痛,duguji,https://baike.duguji.cn/baike/w/%E5%92%BD%E5%96%89%E8%82%BF%E7%97%9B,,咽喉肿痛，病证名。为多种咽喉疾病的主要症状。症见喉关或内或外、肿胀疼痛，甚则影响饮食吞咽。多因火热上冲所致。虚火上炎者宜滋阴降火，方选知柏地黄汤等，实火上冲者宜泻火解毒，方用六神丸、黄连解毒汤加减等。详参各咽喉疾病条。
1477,咽喉不利,duguji,https://baike.duguji.cn/baike/w/%E5%92%BD%E5%96%89%E4%B8%8D%E5%88%A9,,咽喉不利，证名。《诸病源候论》卷三十：“府藏冷热不调，气上下哽涩，结搏于喉间，吞吐不利，或塞或痛。故言咽喉不利。”即指咽喉不适；干痛、异物感及呼吸吞咽均不适。实者多由肝郁气滞、痰浊壅塞肺系或肺胃伏火、感受外邪，致肺气壅塞气机不利等导致。治宜理气祛痰、疏肝解郁、疏风清热，方选半夏厚朴汤、黄连温胆汤、粉子解毒汤等加减。虚者多由肝肾阴虚，虚火灼伤咽喉；或肺胃阴虚，咽喉失养所致。宜滋阴降火、养阴利咽，方选知柏地黄汤、大补阴丸、沙参麦门冬汤等加减。
1491,咽痒,dayi,https://www.dayi.org.cn/symptom/1153651.html,,咽痒是咽部发痒，是一种自觉症状，多因咽喉部的黏膜受到刺激所致，临床上较为常见。可能是由于不良的生活习惯引起的，也可能是由于咽喉疾病以及邻近器官疾病引起的。明确病因后，需要采用药物治疗、手术治疗等手段，来缓解症状。
1513,眼痛,duguji,https://baike.duguji.cn/baike/w/%E7%9C%BC%E7%97%9B,,眼痛常为眼病患者的一个主诉症状。眼球及其附属器的许多病变都可以引起明显的眼痛。由于疾病的不同，其疼痛的部位和性质也各异，因此必须结合其他体征才能进一步确诊。
1517,阳虚血瘀,duguji,https://baike.duguji.cn/baike/w/%E9%98%B3%E8%99%9A%E8%A1%80%E7%98%80,,阳虚血瘀为病证名。血瘀病证之一。
1519,痒,duguji,https://baike.duguji.cn/baike/w/%E7%97%92,,痒 症名。指发生于皮肤之上一种不适感。出《灵枢·刺节真邪》。系皮肤病多见之一种症状。外因风、湿、热、虫侵扰，或内由血虚皮肤失荣等均可导致。临床因风邪引起者，走窜四注，甚至遍体作痒，搔破血溢；随破随收，不致化腐，多为干性；因湿所致者，常浸淫四窜，搔之滋水，甚至糜烂化腐或有传染，越腐越痒；因于热邪者，症见皮肤隐疹，焮红作痒，甚则热痛，滋水、淋漓、堆积成片，不会传染；由虫引起者，状如虫行皮中，搔痒无度，易于传染；由血虚而致者，皮肤干燥作痒，搔起白屑。痒证治疗宜结合所患病证。审证求因，随证施治。参见各有关条。
1520,腰背痛,duguji,https://baike.duguji.cn/baike/w/%E8%85%B0%E8%83%8C%E7%97%9B,,腰背痛是一个十分常见的临床症状，病人常诉腰背痛酸胀痛或锐痛，根据病因而有所不同。导致腰背痛的病因非常多，轻则可能只是肌肉拉伤，重则可能是腰椎恶性肿瘤等，所以对腰背痛应有所警惕，结合自己的情况分析大概可能的病因，部分患者需要找医生帮助。下面就导致腰背痛的病因做简要概述。
1527,腰肌劳损,duguji,https://baike.duguji.cn/baike/w/%E8%85%B0%E8%82%8C%E5%8A%B3%E6%8D%9F,,腰肌劳损，又称功能性腰痛、慢性下腰损伤、腰臀肌筋膜炎等，实为腰部肌肉及其附着点筋膜或骨膜的慢性损伤性炎症，是腰腿痛的常见原因之一，主要症状是腰或腰骶部胀痛、酸痛，反复发作，疼痛可随气候变化或劳累程度而变化，如日间劳累加重，休息后可减轻时轻时重，为临床常见病，多发病，发病因素较多。
1509,眼睛肿痛,dayi,https://www.dayi.org.cn/symptom/1153233.html,,眼睛肿痛是指眼睛区域出现的疼痛和肿胀现象，这可能是正常的反应，也可能是眼外伤、结膜炎、青光眼等眼部疾病的表现，还可能是高血压、糖尿病等全身性疾病累及到眼部的结果。患者可能会伴有畏光、流泪、分泌物增多、视物模糊等症状，对日常生活造成一定的不良影响，因此若持续不缓解或比较严重，则应及时就医处理。
1534,腰腿酸痛,dayi,https://www.dayi.org.cn/symptom/1153387.html,,腰腿酸痛是指腰部、腿部出现酸楚、疼痛等不适症状，多由于腰部神经受压所致。该症状在临床较常见，好发于长期从事重体力劳动者，或久坐、少运动人群。一般来说，经规范化治疗后症状能得到缓解或消失。
1557,夜尿清长,duguji,https://baike.duguji.cn/baike/w/%E5%A4%9C%E5%B0%BF%E6%B8%85%E9%95%BF,,夜尿清长是肾精亏虚证的症状之一。肾精亏虚是指肾精空虚，不能充养脑髓的病症。肾所藏之精，是机体生命活动之本。肾精的主要功能是主人体的生长繁殖，是生命活动的基础物质。神精能调节脏腑之精，供其活动需要；能生髓、养骨、补脑、并参与血液的生成，提高机体的抗体能力。肾精亏虚之形成多数是由于老年体衰，肾的精气亏损，或先天禀赋不足，或因久病耗损、后天失养所致。
1561,遗精,duguji,https://baike.duguji.cn/baike/w/%E9%81%97%E7%B2%BE,,遗精一种生理现象，是指不因性交而精液自行泄出的病症，有生理性与病理性的不同。
1564,易感,duguji,https://baike.duguji.cn/baike/w/%E6%98%93%E6%84%9F,,"易感就是容易被某一病原体感染, 而患上某一种传染病. 对某种传染病缺乏特异性免疫力的人称为易感者. 人群作为一个整体对传染病易感的程度称人群易感性。"
1570,阴道出血,duguji,https://baike.duguji.cn/baike/w/%E9%98%B4%E9%81%93%E5%87%BA%E8%A1%80,,阴道出血是女性生殖器官疾病常见的症状出血可来自外阴、阴道、子宫颈和子宫内膜但以来自子宫者为最多。阴道出血量固然可以危及生命，但如良性疾病所致者预后良好；而出血量少的，也可能是恶性肿瘤的最早症状，如忽视反而延误治疗引起不良后果。
1572,阴疽,duguji,https://baike.duguji.cn/baike/w/%E9%98%B4%E7%96%BD,,病证名。①指股阴疽。《刘涓子鬼遗方》卷一：“阴疽发髀若阴股……”详见股阴疽。②俗称阴疮。泛指阴性疽疡。
1586,隐痛,duguji,https://baike.duguji.cn/baike/w/%E9%9A%90%E7%97%9B,,隐痛 中医学名词。 指疼痛隐隐而作，或时隐时现。隐痛多主虚，常因阴血亏损，或阳气不足，使经脉失养所致。
1588,迎风流泪,duguji,https://baike.duguji.cn/baike/w/%E8%BF%8E%E9%A3%8E%E6%B5%81%E6%B3%AA,,迎风流泪，病证名。系指遇风则流泪，甚者如雨的病证。见《眼科捷径》。本病多由肝肾不足或肝经郁热所致。临床所见有流冷泪与流热泪之别，详见迎风冷泪和迎风热泪条。
1589,营养不良,duguji,https://baike.duguji.cn/baike/w/%E8%90%A5%E5%85%BB%E4%B8%8D%E8%89%AF,,营养不良是由于能量和(或)蛋白质摄入不足，导致营养状况不佳或不能维持正常的生长发育，主要见于3岁以下婴幼儿。临床常见三种类型：能量供应不足为主，表现为体重明显减轻，皮下脂肪减少者称为消瘦型;以蛋白质供应不足为主，表现为水肿的称为浮肿型，介于两者之间的消瘦-浮肿型。中医称为“小儿疳症”。
