TCM_symptom_id,TCM_symptom_name,old_definition,new_definition
646,麻痹瘙痒,,麻痹瘙痒，指皮肤出现麻木不仁、痒如虫行之感，时作时止，游走不定。其病位在皮肤，病性属风。多因风邪外袭，客于肌腠，或血虚生风，肌肤失养所致。风性善行数变，故痒无定处；风胜则干，气血不畅，故兼见麻木。
660,毛发成片脱落,,风邪袭表，上扰头面，致腠理开泄，气血失荣，毛发失养而成片脱落。
649,麻木瘫痪,,麻木瘫痪，指肢体肌肤感觉减退或消失，运动功能部分或完全丧失之症。其病位在经络、筋肉，病性属经络不通。临床表现为患处不知痛痒，或如虫行，甚则痿废不用。多因气血亏虚，失于濡养，或风、寒、湿、痰、瘀等邪阻滞经脉，气血运行不畅，致肢体失荣而成。
661,毛发呈稀疏状脱落,,血虚不能上荣濡养毛囊，致皮肤失润、发根失固，故见毛发稀疏脱落。
662,毛发干燥,,血虚不能濡养肌肤毛发，致毛窍失润、发枯如草，临床常见毛发干枯无泽、易折脱落。
663,毛发松动,,血虚不能濡养毛根，致毛囊失固，故见毛发松动易脱，常伴枯槁无泽。
667,眠差,,心气亏虚，鼓动无力，心神失养，故见入睡困难、眠浅易醒。
650,麻疹不透,,麻疹不透，指麻疹透发不畅，或应出不出，或出而即没之候。多因湿热内蕴，壅遏肌表，或复感外邪，致疹毒郁闭，不得外达。临床可见发热烦躁，咳嗽气急，疹点稀疏暗滞，或乍出乍隐，皮肤灼热无汗，甚则神昏喘促。其病机为湿热与疹毒互结，阻遏气机，腠理闭塞，疹毒无以外泄。
673,面目虚涪,,肝血不足，脾虚湿泛，致面色浮肿、目胞虚胀，乃土不荣木之象。
674,面色不华,,面色不华，指面色枯槁无光泽，因肝气虚衰，疏泄不及，气血不能上荣于面所致。
678,面色晄白,,面色晄白而浮，为肝气虚馁，疏泄不及，气血不能上荣于面所致。
677,面色恍白,,面色恍白，为肝气虚衰，气血不能上荣于面所致，临床常见于肝血不足或肝气虚弱之证。
672,面目悉黄,,面目悉黄，乃肝失疏泄、胆汁外溢所致，其色黄如橘者属阳黄，黄如烟熏者属阴黄，今兼脾虚，则为土不荣木、湿浊内蕴之候。
680,面色少华,,面色少华，指肝气不足、气血不能上荣于面，致面色淡白无泽，属肝气虚之候。
682,面色无华,,肝气虚衰，气血不能上荣于面，故面色淡白或萎黄，失于润泽。
669,面浮肿,,面浮肿，指肾经湿热所致面部浮肿之症。其肿多起于目窠，晨起为甚，皮色光亮，按之凹陷，或伴头重如裹、小便短赤。病机乃湿热蕴结于肾，气化失司，水湿上泛于面，湿遏热伏，壅滞肌腠所致。
684,面肢浮肿,,肝失疏泄，风水相搏，水湿泛溢肌肤，故见面肢浮肿，病势急骤。
664,毛发油腻,,毛发油腻，指毛发（多见于头皮）分泌脂液过多，黏腻不洁，甚则结垢成束，梳洗难净。其病位在皮肤，病性属湿热。多因嗜食肥甘厚味，或脾失健运，湿热内生，上蒸于头，熏灼毛窍，脂液外溢所致。常伴头皮瘙痒、脱屑，或发质细软易落。
679,面色黢黑,,面色黢黑，指面色晦暗如漆，枯槁无华。病位在肝，病性属肾虚。多因肾精亏虚，水不涵木，肝失所养，气血不能上荣于面；或肾阳衰微，寒水内盛，浊阴上泛所致。临床常伴头晕耳鸣、腰膝酸软、目干涩、胁肋隐痛等症。
693,目发黄,,目发黄，病位在肝，病性属湿热，乃湿热蕴结肝胆，胆汁外溢于目窍所致。
687,目暗羞明,,目暗羞明，指视物昏暗不清，遇光则涩痛难睁之候。病位在肝，因肝血亏虚，目窍失于濡养，神光衰微，故视物昏渺；血虚生风，虚火上扰，故畏光羞明。其症常伴头晕眼花、面色无华、爪甲不荣等血虚见症。
686,目暗昏花,,目暗昏花，指视物模糊不清，眼前如蒙烟雾或见黑花飘舞之症。病位在肝，因肝血不足，目失濡养所致。临床表现为双目干涩、视物昏渺，久视尤甚，常伴面色无华、头晕心悸、爪甲不荣。其病机为肝血亏虚，不能上荣于目，目窍失养而神光衰微。
689,目赤红肿,,目赤红肿，指白睛红赤、胞睑肿胀，甚则灼热疼痛、羞明多眵之候。其病位在肝，因肝开窍于目，火热上攻所致。多由外感风热或肝经郁火循经上炎，壅滞目络，气血逆乱而成。临床常伴头痛、口苦、烦躁易怒等肝火上炎之象。
690,目赤昏花,,目赤昏花，指双目白睛红赤、视物模糊不清之症。其病位在肝，病性属火热。多因肝经实火上攻于目，或肝郁化火，火性炎上，灼伤目络，致气血壅滞，则目赤；火热上扰清窍，熏灼精明，致目失濡养，则昏花。临床常伴目涩、畏光、头痛、口苦、脉弦数等。
691,目赤翳障,,目赤翳障，系肝经火热上攻于目所致。临床表现为白睛红赤，甚则目眵胶结，黑睛生翳如星点、云翳，可伴畏光流泪、目涩疼痛。其病机为肝火炽盛，循经上炎，灼伤目络，熏蒸神水，致气血壅滞，翳膜遮睛。
697,目昏不明,,目昏不明，指视物昏渺、模糊不清之症，病位在肝，病性属虚。多因肝血不足，目失濡养，或肝阴亏虚，虚火上扰所致。临床表现为双目干涩、视物昏花、不耐久视，常伴头晕耳鸣、夜寐多梦、脉细弦等。
703,目淫羞明,,目淫羞明指肝经阴血亏虚，目窍失于濡养，致眼目干涩、频频眨动，且畏光喜暗之症。
699,目生翳膜,,目生翳膜，系湿热上攻于目所致。症见黑睛生翳，状如云翳、星点，或如脂膜覆盖，视物昏朦，伴目赤眵多、涩痒不适。病位在肝，因肝开窍于目，湿热蕴结肝经，循经上扰，熏蒸目窍，气血郁滞，津液凝积而成翳膜。
694,目花,,目花，系指视物昏渺、眼前如雾或见黑花、飞蚊等症，病位在肝，病性属虚。多因肝血不足，目失濡养；或肝阴亏虚，虚火上扰清窍所致。临床常见双目干涩、视物模糊、不耐久视，伴头晕耳鸣、夜寐多梦等。其病机总属肝虚不能上注于目，精明失用。
700,目生云翳,,目生云翳，指黑睛（角膜）出现灰白色翳膜，状如浮云，遮蔽视力。其病位在肝，因肝开窍于目，肝经湿热上攻于目，熏灼黑睛，致气血瘀滞、津液凝结而成翳。临床多见目赤涩痛、畏光流泪、翳膜渐生，伴口苦、小便黄、舌红苔黄腻等湿热之象。
712,脑部疼痛,,脑部疼痛因肝肾阴血不足，髓海失充，脑络失养所致，常伴眩晕、耳鸣、腰膝酸软。
710,纳少嘈杂,,纳少嘈杂指胃气虚弱，受纳腐熟无权，故食量减少，且胃中空虚，虚热内生，似饥非饥、似痛非痛，常伴脘痞不舒。
713,脑功能减退,,脑功能减退，病位在脑，证属肝肾亏虚，系因精血不足、髓海失充，致神机失用，临床可见健忘、反应迟钝等症。
714,脑络瘀阻,,脑络瘀阻指瘀血阻滞脑部脉络，致气血不通，临床可见头痛如刺、健忘、眩晕或中风偏瘫等症。
716,内障目暗,,肝血不足，目失濡养，致视物昏渺、眼前如雾障隔，即内障目暗。
705,目珠夜痛,,目珠夜痛，指入夜后眼珠内觉涩痛、隐痛或刺痛，常伴干涩、视物昏花、不耐久视。病位在肝，因肝开窍于目，肝阴不足，目失濡养，入夜阴气用事，阴虚更甚，虚火内生，灼伤目络所致。
718,年老气喘,,年老气喘，病位在肺，病性属肾虚，乃肾不纳气，肺气上逆所致之虚喘。
719,年老哮喘,,年老哮喘，病位在肺，病性属肾虚，乃肾不纳气，肺气上逆所致之虚喘。
704,目胀,,目胀，指自觉眼珠胀滞不舒，甚则胀痛如脱，常伴视物昏渺、眉棱骨痛。病位在肝，因肝气郁滞，疏泄失职，气机壅塞于目窍，致目中气血运行不畅，玄府不利而发。其证多随情志波动而增减，郁怒则甚，叹息则舒。
724,尿点滴而下,,肾虚气化失司，膀胱开阖不利，故见小便频数而排出无力，点滴难出。
723,尿道灼热,,尿道灼热，指排尿时尿道有灼痛感，多因膀胱湿热下注，气化不利，热灼尿道所致。
726,尿后余沥不尽,,肾虚气化失司，膀胱固摄无权，致排尿后仍有少许尿液点滴而出，不能自止。
722,尿道涩痛,,尿道涩痛，指排尿时尿道有滞涩、灼热、疼痛之感，病位在膀胱。多由心火亢盛，下移小肠，热灼膀胱，气化不利，水道涩滞所致。临床常伴小便短赤、心烦口渴、口舌生疮、舌尖红、脉数等症。
728,尿黄如茶,,尿黄如茶，指小便色深似浓茶，因膀胱湿热熏灼，致津液受煎、浊气下注，临床常见于湿热下注之证。
733,尿频数,,肾虚膀胱失约，气化无权，故小便频数而清长，甚则遗尿。
715,内外伤出血,,内外伤出血，指因外力损伤或脏腑功能失调所致血液离经妄行之证。其临床表现可见局部创口渗血、流血，或内伤所致咳血、吐血、便血、尿血、衄血等。病机多由金刃跌扑、暴力击损，脉络破损，血溢脉外；或内因气火逆乱、瘀血阻滞，致血不循经。出血量多者，可伴面色苍白、肢冷汗出、脉微欲绝等气随血脱之危候。
729,尿混浊,,尿混浊指尿液浑浊不清，多因膀胱湿热下注，气化不利，致湿浊不化，临床常见小便浑浊、色黄或白，伴尿道灼热涩痛。
735,尿色赤黄,,尿色赤黄，病在膀胱，乃湿热下注，熏灼水道，致气化不利，故见小便短赤、浑浊如茶。
736,尿色偏黄,,尿色偏黄，病位在膀胱，乃湿热下注，熏灼水道，致尿液受煎而色黄。
741,尿线细,,湿热蕴结膀胱，气化不利，水道受阻，故排尿时尿流细涩不畅。
743,尿血血色鲜红,,膀胱湿热灼伤血络，迫血妄行，故见尿血鲜红，多伴尿频急痛。
744,尿血血色紫红,,膀胱湿热灼伤血络，致血色紫红，为湿热下注、血热瘀滞之象。
739,尿少,,尿少，病位在膀胱，病性属湿热。指小便量少，排尿不畅，甚则点滴而出，常伴小便黄赤、灼热涩痛。其病因病机为湿热之邪蕴结膀胱，气化不利，水道不通，故小便短少。
734,尿热,,尿热，指排尿时自觉尿道灼热之感，病位在膀胱，病性属湿热。临床表现为小便频数短涩，滴沥不爽，尿色黄赤，尿道灼热刺痛，常伴小腹拘急或口渴不欲饮。其病因病机多由外感湿热之邪，或过食辛热肥甘，酿生湿热，下注膀胱，气化不利，热灼尿道所致。
738,尿涩痛,,尿涩痛，指排尿时尿道有灼热、刺痛或涩滞不畅之感，常伴小便频数、急迫或尿液色黄赤。其病位在膀胱，病性属湿热。多因外感湿热之邪，或过食肥甘酒酪，酿生湿热，下注膀胱，气化不利，水道涩滞所致。
756,呕吐清水,,呕吐清水，乃胃阳不足，水饮内停，胃失和降，气逆于上所致。
757,呕吐乳食,,呕吐乳食，指胃失和降、气逆于上，致乳食从口中吐出，多见于婴幼儿脾胃虚弱或伤食之证。
760,排便乏力,,排便乏力，指大肠传导无力，排便困难，属气虚推动乏力所致。
761,排尿滴沥不尽,,肾虚气化失司，膀胱开阖不利，致尿液排出无力，余沥难尽。
746,脓成不溃,,脓成不溃，指痈疽疮疡等化脓性疾病，脓液已形成而日久不能自行溃破之象。临床表现为局部肿势高突，皮色光亮或紫暗，按之应指，但疮口不破，脓液不得外泄。其病机多因气血亏虚，无力托毒外出；或脓毒深伏，正气未复；或外邪壅滞，腠理闭塞所致。
758,呕吐痰涎,,呕吐痰涎指胃气上逆，挟痰浊湿饮从口涌出，症见呕吐黏稠痰液或清稀涎沫，多因脾失健运、痰饮内停于胃所致。
747,脓腐将荆,,脓腐将荆，指疮疡溃后，脓液由稠厚转为稀薄，腐肉渐脱，新肉未生之际，创面脓水渐少，色泽转润，疼痛缓解，疮口边缘收束，有愈合之势。其病机多为正气渐复，毒邪外泄，气血渐充，腐去肌生，属疮疡向愈之佳兆。
763,喷嚏,,喷嚏者，乃肺气失于肃降，反逆而上冲于鼻窍所致，常为外邪束表或内扰于肺之征。
765,皮肤风团色红,,皮肤风团色红，病位在皮肤，病性属血热，系血分热盛，风热搏结于肌表，致腠理开阖失常，发为红色风团。
749,脓水,,脓水，指疮疡溃后或皮损处渗出之稠厚或稀薄液体，色或黄或白，质或稠或清。其形成多因热盛肉腐，酿而成脓；或湿毒下注，浸淫肌肤。临床当辨脓之形质、色泽、气味：稠厚明润者，多为气血充盛，正能胜邪；稀薄清稀或腥秽者，多属气血亏虚，毒滞难化。
770,皮肤潰疡,,皮肤溃疡因脾虚运化失职，湿浊内生，浸淫肌肤，致疮口难敛、肉芽不鲜。
759,呕吐吞酸,,呕吐吞酸，指胃中酸水上泛，随即吐出，或反酸嗳腐之症。病位在胃，病机为胃气失于和降，反逆于上。多因肝郁化火，横逆犯胃，或饮食不节，湿热内蕴，致胃失通降，酸腐随气上逆。临床表现为恶心呕吐酸水、嗳气腐臭、脘胁胀痛、嘈杂灼热，常伴口苦、苔黄腻、脉弦滑等。
773,皮肤青紫,,皮肤青紫因血热炽盛，迫血妄行，溢于皮下所致，常见于温病血分证，伴发热、舌绛等。
772,皮肤黏膜破溃,,皮肤黏膜破溃因脾虚运化失职，气血生化不足，肌腠失养，湿浊下注或外溢所致，表现为疮口难敛、反复发作。
768,皮肤黄染,,皮肤黄染，指目黄、身黄、小便黄，尤以巩膜、皮肤黄染鲜明如橘色为特征。其病位在皮肤，病性属肝经湿热。多因湿热之邪蕴结肝胆，疏泄失司，胆汁不循常道，泛溢肌肤所致。常伴胁肋胀痛、口苦、纳呆、舌红苔黄腻、脉弦滑数等症。
779,皮肤肿痛,,皮肤肿痛，因热毒壅滞肌表，气血凝滞不通，故见局部红肿高起、灼热疼痛，属阳证、实证。
771,皮肤糜烂,,皮肤糜烂，指皮肤因脾虚失运，湿浊内蕴，浸淫肌肤而致表皮缺损、湿烂流滋之症。临床表现为局部皮肤潮红、糜烂、渗液，甚则结痂脱屑，常伴纳呆、便溏、肢体困重。其病机乃脾虚不运，水湿内生，湿性趋下，浸渍皮肉，致腠理不固，皮损糜烂。
780,皮肤紫斑,,热毒炽盛，灼伤脉络，迫血妄行，溢于肌肤所致之皮肤青紫斑点或斑块。
777,皮肤湿疹,,皮肤湿疹，乃湿热蕴结肌肤所致。其症见皮肤潮红、丘疹、水疱，搔破则糜烂渗液，瘙痒难忍，缠绵难愈。病位在肌腠，病性属湿热。多因外感湿热邪气，或嗜食肥甘厚味，脾失健运，湿热内生，浸淫肌肤而成。
783,皮下结块,,皮下结块，乃瘀血阻滞肌肤腠理，气血凝滞不散，结为有形之块，触之可及，或伴刺痛。
775,皮肤色斑,,皮肤色斑，指因血热内蕴，燔灼肌肤，致血溢脉外或气血瘀滞所现之斑。其色多呈鲜红、紫红，或伴灼热、瘙痒，斑片大小不一，压之不褪色，常发于颜面、颈项及四肢。病机为热入营血，迫血妄行，或血热搏结，瘀阻孙络，气血失和而外现于肤。
776,皮肤湿烂,,皮肤湿烂，指皮肤因湿热浸淫而出现的糜烂、渗液之症。临床表现为皮损处潮红、肿胀，继而糜烂、渗出黄色黏稠脂水，或结黄色厚痂，常伴瘙痒、灼热感，甚则浸淫成片。其病机多由外感湿热毒邪，或脾虚湿蕴，郁而化热，湿热互结，壅滞肌肤，腐肉败血所致。
782,皮损呈红斑湿润,,皮损处见红斑、湿润，乃热毒壅滞肌肤，灼伤血络，兼挟湿邪，致湿热相蒸，浸淫糜烂。
785,皮疹表面覆有较厚的银白色鳞屑,,湿热蕴结皮肤，气血凝滞，肤失濡养，致鳞屑堆积如银屑，属白疕之象。
789,疲乏无力,,心气不足，鼓动无力，气血不充，故见疲乏无力，动则尤甚。
787,皮疹为点滴状,,皮疹呈散在、孤立、形如点滴的红色斑丘疹，为热毒蕴结皮肤、迫血外发之象。
784,皮下紫斑,,皮下紫斑，指皮肤出现青紫或暗紫色斑块，压之不褪色，触之不碍手，多无痛痒。其病位在皮肤肌腠，病性属瘀血。多因血行不畅，或离经之血瘀滞皮下所致，常由气虚不摄、血热妄行或外伤络损等因引发，瘀血阻络，血溢脉外而成。
800,脐腹胀痛,,脐腹胀痛，病在脾胃，因肝气郁滞，气机不畅，故见脘腹痞胀、攻撑作痛。
788,皮疹圆形,,皮疹圆形，指皮肤出现边界清晰、形如钱币或环状的斑丘疹。多因湿热蕴结肌肤，郁而不解，熏蒸外发所致。其色多红或暗红，可伴轻微隆起、瘙痒或渗液，常反复发作，缠绵难愈。
801,起坐不利,,起坐不利指患者由坐位起立或由立位坐下时动作艰难、迟缓，多因肝肾亏虚、筋骨失养，致四肢痿弱无力。
802,气闭昏厥,,肺气郁闭，清窍失宣，突发神昏、气息窒塞、牙关紧闭，属气机逆乱之危候。
786,皮疹色鲜红,,皮疹色鲜红，指皮肤出现色泽鲜红之斑疹，多伴灼热、瘙痒或疼痛。其病位在皮肤，病性属热毒。多因外感风热、湿热或内蕴火毒，热入营血，燔灼肌肤，迫血外溢所致。常见于温病发斑、药毒、丹毒等证。
805,气粗,,气粗指呼吸急促、气息粗重，因肺热壅盛，气机不利，肺失清肃所致。
791,脾胃气滞,,脾胃气滞，指脾气虚弱，运化失职，气机壅滞之证。多因饮食劳倦，或思虑伤脾所致。临床常见脘腹胀满，食后尤甚，嗳气频作，纳呆少食，大便溏薄或排便不爽，伴神疲乏力，面色萎黄，舌淡胖苔白腻，脉缓弱。其病机为脾虚不运，气滞中焦，升降失常。
807,气促喘息,,肺热壅盛，宣降失司，气逆于上，故见呼吸急促、张口抬肩之喘息。
815,气滞胃痛,,气滞胃痛指肺气郁滞，宣降失常，致胃脘气机壅塞不通，表现为胀痛、攻窜不定，伴胸闷咳喘。
804,气喘咳嗽,,气喘咳嗽，病位在肺，病性属肾气虚。症见咳喘气短，动则尤甚，呼多吸少，声低息微，甚则张口抬肩，难以平卧。其病机为肾气虚衰，摄纳无权，气不归元，上逆于肺，肺失肃降而致。
821,靑少年远视力下降,,青少年远视力下降，多因肝血不足或肝气郁结，目失所养，以致视物模糊。
817,前额压痛,,前额压痛，多属阳明经气不利，或风热上扰、痰浊阻窍所致，病位在脑，常伴头重、眉棱骨痛等症。
819,浅表脓疱,,浅表脓疱指皮肤表层出现含脓液的小疱，多因湿热蕴结肌肤，熏蒸气血，腐肉成脓所致，常伴红肿、瘙痒或破溃。
812,气逆喘咳,,气逆喘咳，指肺气失于肃降，反以上逆为特征之咳喘。临床表现为咳嗽阵作，气急喘息，咳声高亢，甚则张口抬肩，难以平卧。其病机多由外邪束肺、痰浊阻肺或肝火犯肺，致肺气壅塞，宣降失常，气逆于上而作。
824,轻度烫伤（表皮未破),,轻度烫伤（表皮未破）指火热之邪外袭肌肤，仅伤及皮表，未损及血络，局部焮红灼痛，尚无水泡溃破之候。
811,气逆喘急,,气逆喘急，指肺气失于肃降，反向上冲逆，致呼吸急促、气息壅塞之候。临床以自觉气从下上冲，胸中满闷，张口抬肩，喉中痰鸣或咳逆阵作为特征。其病机多由外邪束表、痰浊内阻、肝火犯肺或肾不纳气，致肺失宣降，气机上逆而发。
828,龋齿疼痛,,肾阴不足，胃热上蒸，循经至齿，致龋蚀作痛。
823,轻度视力下降,,轻度视力下降，多指目视昏渺、视物稍欠清晰，常由肝血不足、肾精亏虚或目络失养所致，病势尚浅，未至翳障。
820,青盲雀目,,青盲雀目，系肝血亏虚，目失濡养所致。症见白昼视物如常，入暮或暗处则视力锐减，甚则不见物，眼珠外观无异常。其病机为肝藏血，开窍于目，肝血虚则目窍失荣，神光衰微，故夜盲而昼明。
826,情志抑郁,,情志抑郁，病位在心，乃肝气郁滞，疏泄失职，致心神不舒，气机不畅之候。
830,全身酸疼,,全身酸疼，病位在肾，多因肾气亏虚、骨髓失充，或肾阳不足、寒湿内侵，致经脉失养、气血不畅而作痛。
831,颧骨部压痛,,颧骨部压痛多指阳明经气不利或热毒上攻，常见于牙痛、鼻渊或面部疔疮等证。
834,热病发烧,,热病发烧，指外感温热邪气所致体温升高、恶热喜冷、脉数苔黄等症，属阳热亢盛之象。
825,情志不畅,,情志不畅，病位在心，病性属肝气郁滞。指因肝失疏泄，气机郁结，心神被扰所致之证。临床表现为精神抑郁、多愁善感、胸胁胀满、善太息，或心烦易怒、失眠多梦，女子可见乳房胀痛、月经不调。其病机多由情志不遂，肝气郁结，气滞不畅，心神失于舒展而发。
832,热痹疼痛,,热痹疼痛，指因热邪壅滞经络关节，或风寒湿邪郁久化热所致之关节红肿灼痛、屈伸不利，常伴发热、口渴、汗出、舌红苔黄、脉数等症。其病机为热毒与湿相搏，痹阻气血，不通则痛。
848,乳房结节,,乳房结节因肝气郁滞，气机不畅，痰凝血瘀结于乳络所致，临床常见经前胀痛、情志抑郁。
835,热病烦渴,,热病烦渴，指肾经热盛所致之口渴引饮、心烦不安之症。多因外感热邪，或热病后期，邪热下陷于肾，耗伤肾阴，肾水不能上济于心，致心火亢盛，故见心烦；肾液被灼，津不上承，故口渴欲饮。临床常伴腰膝酸软、潮热盗汗、舌红少苔、脉细数等肾阴虚热之象。
836,热毒泻痢,,热毒泻痢，系指热毒壅滞肠道，灼伤血络，腐化成脓所致之下利。症见腹痛窘迫，里急后重，下痢赤白脓血，或纯下鲜血，肛门灼热，伴发热口渴，小便短赤，舌红苔黄腻，脉滑数。其病机多因外感湿热疫毒，或饮食不洁，酿生热毒，蕴结大肠，气血凝滞，传导失司而发。
840,热淋证,,热淋证系湿热蕴结下焦，膀胱气化不利所致。临床以小便频数短涩、灼热刺痛、溺色黄赤或混浊、小腹拘急胀痛为主症，常伴口苦咽干、腰痛、舌红苔黄腻、脉滑数。病机为湿热之邪侵及肾与膀胱，致水道不利，气机壅滞，热迫血分则可见尿血。
839,热淋涩痛,,热淋涩痛，指小便频数短涩、滴沥刺痛、欲出未尽、小腹拘急引痛，伴见尿色黄赤或灼热感之证。多由湿热之邪蕴结下焦，膀胱气化不利所致。其病性属实热，病势急迫，常兼见口苦咽干、舌红苔黄腻、脉滑数等湿热内蕴之象。
833,热病发热,,热病发热，指外感六淫、疫疠之邪，或内伤七情、饮食劳倦，致阳热亢盛，正邪交争，体温升高之候。临床表现为身热恶热、面赤口渴、汗出或汗出不畅、烦躁、脉数等。其病机多由邪热壅盛，燔灼气分或营血，或湿热互结，郁而化火，总属阳胜则热之证。
837,热毒血痢,,热毒血痢，指热毒壅滞肠道，灼伤血络所致之下痢脓血。症见腹痛拘急，里急后重，下痢赤白相兼或纯下鲜血，肛门灼热，伴发热口渴、小便短赤、舌红苔黄腻、脉滑数。多因外感湿热疫毒，或过食辛辣厚味，酿生湿热，热毒内迫大肠，气血凝滞，脂膜受损，化为脓血。
850,乳房有块,,乳房有块，因肝气郁滞，气机不畅，血行瘀阻，结于乳络，故成肿块。
844,妊娠漏血,,妊娠漏血，指妊娠期间阴道不时少量下血，或时下时止，淋漓不断，而无腰酸腹痛、小腹坠胀等症。病位在子宫，病性属脾虚。多因孕妇素体脾弱，或饮食劳倦伤脾，致中气不足，统摄无权，冲任不固，血海失藏，故血下漏。临床常见血色淡红质稀，伴神疲乏力、气短懒言、纳少便溏等症。
846,妊娠胎漏,,妊娠胎漏，指妊娠期间阴道不时少量下血，或时下时止，或淋漓不断，但无腰酸腹痛、小腹下坠者。病位在子宫，病性属胎元不固。多因肾虚冲任不固，气血虚弱，或血热、外伤等扰动胎元，致系胎之气血失调，胎失所养而漏下。
858,乳痈初起,,乳痈初起，指热毒壅滞乳房，气血凝滞，局部红肿热痛，尚未成脓之证。
870,瘙痒明显,,风邪外袭，郁于肌表，致腠理开阖失常，气血不和，故见皮肤瘙痒显著，游走不定，遇风尤甚。
867,腮腺炎肿痛,,腮腺炎肿痛指温毒之邪壅结少阳、阳明之络，致腮颊部焮红肿痛，张口困难，多属风温时毒所致。
871,瘙痒难忍,,风邪袭于肌表，腠理开阖失司，卫气郁遏，气血相搏于皮肤，故见瘙痒剧烈、游走不定。
862,乳汁郁积,,乳汁郁积，指乳汁排出不畅，蓄积于乳房之症。多因肝气郁滞，疏泄失职，乳络不畅所致。临床表现为乳房胀硬、疼痛，触之有块，乳汁难出，或伴胸胁胀闷、善太息。若郁久化热，可酿成乳痈。
861,乳汁不下,,乳汁不下，指产后哺乳期内，乳汁甚少或全无，不足以喂养婴儿。其病位在乳房，病性属实证，病机为肝气郁滞。多因产后情志不遂，肝失条达，气机郁结，乳络壅塞，致乳汁运行受阻。临床表现为乳房胀满、疼痛，甚或硬结，伴胸胁胀闷、善太息、情志抑郁等。
859,乳胀痛,,乳胀痛，指乳房部位自觉胀满、疼痛，或触之痛甚，常随情绪波动而增减。其病位在乳房，病性属肝气郁滞。多因情志不遂，肝失条达，气机郁结，阻于乳络，不通则痛。临床可见乳房胀痛、胸闷胁痛、善太息，经前或恼怒加重。
863,乳肿痛,,乳肿痛，指乳房部出现肿胀、疼痛之症。其病位在乳房，病性属肝气郁滞。临床表现为乳房胀痛、刺痛或牵痛，痛处可及肿块，常随情志波动而增减，或伴胸胁胀闷、善太息。其病因病机多由情志不遂，肝失条达，气机郁结，乳络阻滞，不通则痛所致。
865,褥疮肿痛,,褥疮肿痛，系因久卧伤气，气血失于流通，肌肤失养，复因湿热下注或浸渍，蕴结于局部所致。症见疮面红肿高突，焮热疼痛，触之灼手，或伴渗出黄稠脓水，甚则溃烂腐臭。其病机为湿热壅滞，气血瘀阻，肉腐成脓。
884,上下肢 偏身麻木,,上下肢偏身麻木，乃气机郁滞、经络不通所致，表现为半侧或一侧肢体感觉迟钝或失觉，属气血运行不畅之象。
881,伤处瘀肿疼痛,,伤处瘀肿疼痛，指外力致经络受损，血溢脉外，瘀滞局部，气机不畅，故见肿胀、刺痛、皮色青紫。
876,筛状出血明显,,筛状出血明显，指皮肤或黏膜表面出现密集如筛孔状之点状出血，色鲜红或暗红，压之不褪色，多见于下肢或躯干。其病机多因热毒炽盛，迫血妄行，或脾虚气弱，统摄无权，致血溢脉外。临床常见于温病发斑、紫癜等证，需结合全身症状辨治。
873,涩痛,,涩痛（肾、肝阴虚）指排尿时尿道涩滞不畅，伴灼热刺痛之感，多见于淋证。其病机为肝阴亏虚，疏泄失司，气机郁滞，郁而化热，下灼肾与膀胱，致水道不利。临床常伴腰膝酸软、头晕目眩、五心烦热、舌红少苔、脉细数等阴虚内热之象。
887,上肢疼痛,,上肢疼痛因气机郁滞，乃气血运行不畅，经络壅阻，不通则痛，多见于肩臂肘腕。
877,闪腰挫气,,闪腰挫气指腰部因突然不当用力或扭转，致经络气血骤然壅滞、气机逆乱，表现为猝然剧痛、转侧不利，属气滞血瘀之实证。
888,少腹拒按,,少腹拒按指小腹两侧疼痛，触压加剧，多因气滞血瘀，不通则痛，属实证。
885,上消化道出血量多,,胃络损伤，血溢脉外，离经之血随气逆上涌，故见呕血或便血，量多势急，属血热妄行或气虚不摄之危候。
893,少津,,脾虚失运，津液生化不足，致口中干涩、舌苔少润，为气阴两虚之象。
892,少腹坠胀,,少腹坠胀，指小腹部有下坠胀满之感，多因中气下陷、气虚升举无力所致。
894,少寐,,少寐指入睡困难或睡眠浅短，因心火亢盛，扰动心神，致阳不入阴，神不守舍。
899,舌暗红,,舌暗红，主肝经热盛血瘀，热灼血滞，络脉不畅，故见舌色暗红而少津。
890,少腹疼痛,,少腹疼痛，指脐下两侧或少腹部自觉冷痛、拘急或绵绵作痛，得温痛减，遇寒加重，常伴畏寒肢冷、小便清长或不利、舌淡苔白滑、脉沉迟或弦紧。其病机多因寒邪直中厥阴肝经，或阳虚内寒，气血凝滞于少腹所致。
889,少腹冷痛,,少腹冷痛，指下腹部（脐下至耻骨联合部位）自觉寒冷且疼痛，得温则减，遇寒加重的症状。临床多伴喜温喜按、畏寒肢冷、小便清长或妇女经行腹痛、经色暗紫有块。其病机多因寒邪直中少腹，或阳气不足，寒凝肝脉、胞宫，致气血运行涩滞，不通则痛。
907,舌尖边有瘀点,,舌尖边有瘀点，病位在脾，乃脾络瘀阻之征，提示血行不畅，瘀血内停。
906,舌红苔黄腻,,舌红苔黄腻，病位在脾，乃湿热内蕴之象，提示脾失健运，湿热交蒸于舌面。
901,舌部疲斑,,舌部疲斑，乃脾络瘀阻之征，因脾气虚弱，运血无力，致瘀血凝滞舌络，临床可见舌面紫暗瘀点。
